text,care,fairness,non-moral,subversion,authority,loyalty,purity,betrayal,degradation,harm,cheating
"Black, white, police...etc we're all people, just come together and love. RT @CloydRivers: #AllLivesMatter Merica. http://t.co/LuKxokzpWp",1,0,1,0,0,1,0,0,0,0,0
Respect #ICantBreathe #BlackLivesMatter http://t.co/E5UAccfiAG,0,0,1,0,1,0,0,0,0,0,0
"@OccidentalApple @BugsAreScum @HarveyRabbit12 @charlesthomas @eurorabbit if you believe #blacklivesmatter, does that make you ""#antiwhite""?",0,0,1,0,0,0,0,1,0,0,0
Violence can't create more violence not the remedy killing cops will not work we need eachother #love  #peacefulresolve #alllivesmatter,1,0,0,1,0,1,0,0,0,1,0
This. ✊🏾✊🏾✊🏾✊🏾 #BlackLivesMatter  https://t.co/XY2ncuBRHQ,0,0,1,0,0,1,0,0,0,0,0
"""Fate Cannot Harm Me..."" #Rastus #CreamOfWheat #BlackLivesMatter #painting #art http://t.co/jkvfwXxKpD",0,0,1,0,0,0,0,0,0,1,0
#BlackLivesMatter #NoJusticeNoProfits solidarity with #WalmartStrikers http://t.co/DGB1TSP6Bh,0,0,1,0,0,1,0,0,0,0,0
Justice #NYC #JusticeForEricGarner  #JusticeForMikeBrown  #justice4ramarley #RamarleyGraham #BlackLivesMatter http://t.co/ilfcRep109,0,1,0,0,0,0,0,0,0,1,1
"Solidarity ""@RevoltTV: And it begins...
#JusticeOrElse #BlackLivesMatter
📷: @byDVNLLN http://t.co/tNq7HuKpRD""",0,0,1,0,0,1,0,0,0,0,0
"Confront the hate within your movement #BLM, or suffer the consequences https://t.co/LP9wliVW0z",0,0,1,0,0,0,0,1,0,1,1
#blacklivesmatter @ Show Empathy http://t.co/0H9K5ByNty,1,0,1,0,0,0,0,0,0,0,0
"Solidarity with #Berkeley.
#FistsUp #FightBack.
#BlackLivesMatter #EricGarner #MichaelBrown #AkaiGurley #TamirRice http://t.co/Dhyt0VQcah",0,0,0,0,0,1,0,0,0,0,0
These Racist RepubliKKKan Traitors r worse than terrorists. #selma50 #Ferguson #tcot #ICantBreathe #BlackLivesMatter http://t.co/0OpZQgeONi,0,0,0,0,0,0,0,1,1,1,1
"Look kids, I know I objected before, but I may have found an appropriate time to use #AllLivesMatter.… https://t.co/CYQQWtk9kO",0,0,1,0,0,0,0,0,0,0,0
@tigersimon27 What's Right is Wrong...What's Up is Down--What's In is Out...#WorldGoneMad #AllLivesMatter is NOT divisive -- PERIOD!,0,0,1,0,0,0,0,1,0,0,0
"On Respect of Police Officers: ""We do have a respect problem.."" #BlackLivesMatter http://t.co/XqHIENmKCH by @diygreg #quakers",0,0,1,0,1,0,0,0,0,0,0
"In Ferguson, coordinated disobedience as protests evolve http://t.co/PM2qOGsOuo #Ferguson #BlackLivesMatter #MikeBrown #FergusonOctober",0,0,1,1,0,0,0,0,0,0,0
#TamirRice and the dehumanization of victims. #BlackLivesMatter http://t.co/MmZIvVhhHW,0,0,1,0,0,0,0,0,1,1,0
#Liar @HillaryClinton supporting liars from #BlackLivesMatter that fabricate #Hatecrimes  #democratsareracist  https://t.co/KUqHjYwBMy,0,0,0,0,0,1,0,0,1,0,1
Inspiring Scenes Of Kindness In #Ferguson http://t.co/F7Nk6SOA1d #BlackLivesMatter #AllYouthMatter #Equality4All #UniteAgainstRacism,1,1,0,0,0,0,0,0,0,0,0
"#MyNameIs Bayard Rustin LGBT
Freedom and Equality for ALL!
#BayardRustin #BlackLivesMatter… https://t.co/MLKiKHXqKg",1,1,0,0,0,0,0,0,0,0,0
crossdressing is a sin #iuic #blackjesus #blacktwitter #Blacklivesmatter #africanamerican #manskirt https://t.co/UyMZVJIKyL,0,0,1,0,0,0,1,0,1,1,0
#AllLivesMatter Much sadness 😢 God Bless The Families &amp; Fallen https://t.co/4IhyFDuyBW,1,0,1,0,0,0,1,0,0,0,0
"If U tweet #AllLivesMatter I am unfollowing, blocking, reporting BC THIS IS NOT BOUT U RN. YOUVE HAD 2016 YEARS OF HAVING EVERYTHING BOUT U",0,0,1,0,0,0,0,1,0,1,1
homosexuality is a sin #blacktwitter #blacklivesmatter #africanamerican #IUIC #bible #hispanictwitter #blackjesus https://t.co/O6MkYPG6UZ,0,0,1,0,0,0,0,0,1,1,0
Indict this racist criminal injustice system! #BlackLivesMatter #EricGarner #MikeBrown,0,0,0,0,0,0,0,0,0,1,1
Racism Stupidity or both? #blacklivesmatter #blackmanstrouble http://t.co/nGINReGhnz,0,0,1,0,0,0,0,1,0,1,1
There's police brutality + racism (#TamirRice #AndyLopez) &amp; police brutality + pure sadism (#KellyThomas #BryceMasters). #BlackLivesMatter,0,0,0,0,0,0,0,0,0,1,1
Justice for Kenya.. #blacklivesmatter,1,1,0,0,0,0,0,0,0,0,0
This inhumanity towards humanity must stop! #BlackLivesMatter #Ferguson #MichaelBrown #HandsUpDontSpend,1,1,0,0,0,1,0,1,0,1,0
#BLM get upset when a radical racist gets arrested after inciting racial violence and plans treason against his country  #logic #FreeDerya,0,0,1,1,0,0,0,1,0,1,1
Paul Tiyambe Zeleza #BlackLivesMatter: America’s Racial Degeneracy and Cowardice http://t.co/hnAVMITkSU @Africasacountry,0,0,1,0,0,0,0,0,1,1,1
Lord have mercy. #AllLivesMatter  https://t.co/3i6iG8LG5D,1,0,1,0,0,1,1,0,0,0,0
Justice For #SandraBland #BlackLivesMatter ✊🏾✊🏾✊🏾✊🏾✊🏾✊🏾✊🏾,1,1,0,0,0,1,0,0,0,0,0
#BlackLivesMatter @blklibmn #SayHerName #SandraBland Solidarity Rally. http://t.co/s6JfcVW5YM,0,0,1,0,0,1,0,0,0,0,0
@FoxNews @SheriffClarke Simply another cowardly murdering Terrorist Organization. #blm,0,0,0,1,0,0,0,0,0,1,1
"#KaylaMcKelvey 
#BlackLivesMatter
Unfair inequity in sentencing
#WarOnWomen 
https://t.co/2VMF4ZlxeB https://t.co/Sk5v2f12DX",0,0,1,0,0,0,0,0,0,0,1
There has been several attacks on black males #blacklivesmatter USA,0,0,1,0,0,0,0,0,0,1,0
Study: “The Essence of Innocence: Consequences of Dehumanizing Black Children” (PDF) #BlackLivesMatter https://t.co/FaquK6jVaP,0,0,1,0,0,0,0,0,1,1,0
@stormnnorm @danimalsplanet @VeryWhiteGuy the claim that #BlackLivesMatter doesn't inflict harm on other lives in priority....,0,0,1,1,0,0,0,0,0,1,0
"""One has a moral responsibility to disobey unjust laws."" MLK, jr. Letter from Birmingham jail. #BlackLivesMatter http://t.co/02o138m3i3",0,0,1,1,0,0,0,0,0,0,1
CClark:ToStudentsofcoloratMizzouwestudentsat Emory standwithyouin solidarity #ConcernedStudent1950 #InSolidarityWithMizzou #BlackLivesMatter,0,0,1,0,0,1,0,0,0,0,0
Holy $h!t... #kendricklamar  #GRAMMYs  #Compton #BlackHistoryMonth #BlackLivesMatter,0,0,1,0,0,0,0,0,0,0,0
"Our problem: a lack 
of human empathy 
for black people
the system  teaches us 
to despise. 
 #BlackLivesMatter 
http://t.co/la8ZyosCvg",1,0,0,0,0,0,0,0,0,1,1
The truth hurts to lairs... #iuic #endaNargumentin5words #blacktwitter #blacklivesmatter #empire #christian #bible  https://t.co/j4HT2Umwix,0,1,0,0,0,0,0,1,0,1,1
Separation of church &amp; state is a distorted concept that separates morality &amp; faith from justice #BlackLivesMatter #waterisahumanright,0,1,0,0,1,0,0,0,0,1,1
Instill In Your Children A Moral Foundation Of Dignity &amp; Honor #BLM #CCOT #TCOT #PJNET #MoveOn #MediaMatters #2A #1A https://t.co/qYrERlh1kZ,0,0,1,1,1,0,1,0,0,0,0
"Politicians who issue public threats to the POTUS,to #BLM inciting White racists to revenge actions (R) Joe Walsh UR https://t.co/fXF4wR6bPr",0,0,0,1,1,0,0,1,0,1,1
"#BlackLivesMatter Protesters Disrespect Veteran, Stomp on US Flag – “F*ck This Flag!” (VIDEO) http://t.co/oKopL8wQln",0,0,0,1,0,0,0,1,0,1,1
"#BlackLivesMatter Protesters Disrespect Veteran, Stomp on US Flag – “F*ck This Flag!” (VIDEO)   http://t.co/HOCiUyiV9e",0,0,0,1,0,0,0,1,1,0,0
The banal evil of Clintonomics https://t.co/QNw7d9GfHv #feelthebern #blacklivesmatter #ows #socialism #whichhillary,0,0,1,0,0,0,0,0,1,0,0
Justice for #OurThreeBoys #BlackLivesMatter #blackandmuslim https://t.co/247IrxMlRY,0,1,1,0,0,0,0,0,0,0,0
#Panderella @HillaryClinton panders to #Crazybernie #BLM #WallStreet #Elites @BarackObama @georgesoros HRC= IMMORAL CORRUPT LIAR #Trump2016,0,0,1,0,0,0,0,0,0,0,1
@jtimberlake Any concerns about Dallas? Do those people not matter? I saw policemen of EVERY race ushering people to safety #alllivesmatter,1,0,1,0,1,0,0,0,0,0,0
#CNN #UN #AP  #Obama Because of they're lies hypocrisy  greed abuse and murder #Chicago #BlackLivesMatter,0,0,0,0,0,0,0,0,1,1,1
@RedLetterXians I believe the Son was saying #BlackLivesMatter the sanctity of life #society must 'reckon' our #humanity @BarackObama,1,0,1,0,0,0,1,0,0,0,0
#BlackLivesMatter #BlackLivesMatter #BlackLivesMatter #BlackLivesMatter #BlackLivesMatter #BlackLivesMatter JUSTICE NOW!!!!,0,1,1,0,0,0,0,0,0,0,0
Roessler on #BlackLivesMatter: “That sign does not offend me. The sanctity of human life is paramount in our profession.”,1,0,1,0,0,0,1,0,0,0,0
"#LaquanMcDonald -16 shots
#NickRobertson -33 shot

White man pointin gun at cops&amp; kids ONE shot- https://t.co/FuVd8SHOrT

#BlackLivesMatter",0,0,1,0,0,0,0,0,0,1,0
"@FranzSeidler Justice must always be tempered by mercy , compassion , otherwise not justice merely revenge. #NAACPBombing #BlackLivesMatter",1,1,0,0,0,1,0,0,0,0,0
"""...with liberty and justice for all.""

Not yet.
#BlackLivesMatter",0,1,1,0,0,0,0,0,0,0,1
"#AllLivesMatter is code for, ""I'm a racist, insensitive asshole."". #TheMoreYouKnow 

#BlackLivesFuckingMatter https://t.co/ZYdIkPdaif",0,0,0,0,0,0,0,0,1,1,1
"ISLAMThe True Religion Of God (Allah) [HD]: http://t.co/QtRKzD3Cuf
#BlackLivesMatter #BB8 #BajakJKT #bcafc #blockedbybishop #bbcqt #BTSinSG",0,0,1,0,0,0,1,0,0,0,0
"As a professional woman, #hillaryclintonkissinger insists that I'm a traitor if I don't vote 4 her. #NotMeUs #BLM #dumpdebbie #WhichHillary",0,0,1,0,0,0,0,1,0,1,1
homosexuality is a sin #hispanictwitter #iuic #blackjesus #blacktwitter #blacklivesmatter #Africanamerican #bible https://t.co/CElhGrxSzD,0,0,1,0,0,0,0,0,1,0,0
The truth hurts to lairs... #iuic #endanargumeNtin5words #blacktwitter #blacklivesmatter #empire #christian #bible https://t.co/j4HT2Umwix,0,1,1,0,0,0,0,0,0,1,1
Happening now: #BLMTO occupying #Toronto cityhall. #Police threaten to arrest at peaceful protest against  institutional disregard for #BLM,0,0,1,1,1,0,0,0,0,0,0
@dstrktlondon #shame #BlackLivesMatter #notoracism respect @1Omarion,0,0,1,0,1,0,0,0,0,0,0
@camilacore @TD_Canada @G4SCanada stand in solidarity w/ @drmarilynj #CutyourTD http://t.co/Z9AXERg5Ws #BlackLivesMatter,0,0,1,0,0,1,0,0,0,0,0
"The #BlackLivesMatter mob want race quotas in their zombie apocalypse.
 http://t.co/VseFU7DPuv via @NRO",0,0,1,0,0,0,0,0,0,1,0
"stop shaving, it's your manly dignity #blackjesus #blacktwitter #iuic #blackmen #blacklivesmatter #hispanictwitter",0,0,1,0,0,0,1,0,0,0,0
A4 We need to show empathy and compassion for #BLM Stand up.  Not be silent.  #resiliencechat,1,1,0,1,0,0,1,0,0,0,0
correction #Lizcheney is a disgusting inhuman being #UniteBlue #VETS #BLM #BDS #LATINOS  https://t.co/K2JucafRfx,0,0,1,0,0,0,0,0,1,0,0
A beautiful day for human dignity and equality in DC and across the US today: http://t.co/cEXCpmgTUH #BlackLivesMatter,1,1,0,0,0,0,1,0,0,0,0
Just FYI the Obama administration has nothing to do with #blacklivesmatter don't get it twisted @FoxNews do your research dumb asses .,0,0,1,0,0,0,0,0,0,0,0
"If your friend tells you they are Trans, they are still the same person you knew yesterday #AllLivesMatter #YouthTransAwareness",1,0,1,0,0,0,0,0,0,0,0
mother's day is paganism and idolatry #iuic #israelite #BlackLivesMatter #mothersday #blacktwitter #hispanictwitter,0,0,1,0,0,0,0,0,1,0,0
"@Local24Katina Hallow points and holy ground:: https://t.co/RVMIb2Ky7J
#StayWoke
#BlackLivesMatter
#PleaseShare",0,0,1,0,0,0,1,0,0,0,0
"#BlackLivesMatter and #ICantBreathe Families unit! A spiritual social justice movement, were God's Love is Irreproachable &amp; Nonviolent.",1,1,0,0,0,0,1,0,0,1,1
A Muslim Mother's empathy for #BlackLivesMatter #Ferguson #AllOurChikdren http://t.co/McCstmuINj,1,0,0,0,0,1,1,0,0,0,0
"Solidarity Folks. Allies for all!
#Ferguson #ICantBreathe #BlackLivesMatter #NerdLand 
http://t.co/0q6s5YADKo",0,0,1,0,0,1,0,0,0,0,0
#BlackLivesMatter https://t.co/nDZxxEkfTH,0,0,1,0,0,0,0,0,1,1,1
Our fight is grounded in the sanctity and fight for dignity for all black lives. #BlackGirlsRock #BlackLivesMatter,1,0,0,0,0,1,1,0,0,0,0
"Inspiring story of solidarity from Ferguson to Palestine. 
Respect to @Dreamdefenders... #Blacklivesmatter #Palestine
http://t.co/uyHBarEGUT",0,0,1,0,0,1,0,0,0,0,0
Reflections on #Ferguson: “This Here is Sacred Space #BlackLivesMatter http://t.co/9AVYbCGwml,0,0,1,0,0,0,1,0,0,0,0
This hurts so much... #TrayvonMartin #neverforget #BlackLivesMatter,1,0,1,0,0,0,0,0,0,1,0
Hatred is blinding so is greed &amp; calling them pragmatic does not excuse fact both injure #iacaucus #UniteBlue #BLM  https://t.co/sfwnySoMBV,0,0,0,0,0,0,0,0,0,1,0
✊✊✊✊ Respect To Durk ✊✊✊✊ #PowerToThePeople #BlackLivesMatter #LaquanMcDonald #FreeMalcolmLondon https://t.co/ZEeJXLjL2a,0,0,1,0,1,0,0,0,0,0,0
@Mr_G_Gabu @ShaunKing @FBI #BlackLivesMatter #OccupyWallStreet #FightFor15 in incr'g solidarity,0,0,1,0,0,1,0,0,0,0,0
"Is compassion inherent to our being our a learned behavior?
#EveryonesLifeMatters #peace #BlackLivesMatter #Ferguson #Gaza #Israel #ISIS",1,0,1,0,0,0,1,0,0,0,0
@Millz2BeMade @Nettaaaaaaaa @sarahkendzior =Racial hatred that creates economic stratification mass incarceration &amp; modern lynching. #BLM,0,0,0,0,0,0,0,0,0,1,1
"I just killed a mosquito and my sister said ""All lives matter"" #Alllivesmatter She a fool for this one lol.",0,0,1,0,0,0,0,0,0,1,0
"Justice for #FreddieGray!
#BlackLivesMatter 
https://t.co/5ehIAUbiIC https://t.co/kwo8hBqnXs",0,1,1,0,0,0,0,0,0,0,0
"""An Essay on Ferguson"" #Goodreads #Equality #AllLivesMatter #Ferguson https://t.co/XjoIlQKedQ https://t.co/f73oN7XQub",0,1,1,0,0,0,0,0,0,0,0
"ICYMI&gt;&gt; Illegal Racial Discrimination in Jury Selection: A Continuing..&lt;&lt;
Equal Justice Initiative https://t.co/qPs9lupWTF #BlackLivesMatter",0,1,1,0,0,0,0,0,0,1,1
Holy shit. Perfect. #BlackLivesMatter http://t.co/MqeGfoReeG,0,0,1,0,0,0,0,0,0,0,0
@blacklives209 you got bad representation. I know you guy are not this moronic.  #alllivesmatter,0,0,1,0,0,0,0,0,0,0,0
@eiffeltyler He might as well have just put #AllLivesMatter in that letter.,0,0,1,0,0,0,0,0,0,0,0
"@Serpentine202 😮😡😤 shame 
Dehumanization by children of children.
Cultural dysfunction.
Sick-ass world. 
#BLM #NativeAmerican",0,0,0,0,0,0,0,0,1,1,1
We a reliving the past &amp; that is not a positive.. We gotta keep pushing #blm,0,0,1,0,0,0,0,0,0,1,0
homosexuality is a sin #blacklivesmatter #africanamerican #iuic #bible #hispanictwitter #blackjesus #blacktwitter https://t.co/FQNU0Wkqv2,0,0,1,0,0,0,0,0,1,1,0
"Embracing all, with empathy and an open mind. #WhatEqualityMeansToMe #BlackLivesMatter #NotMeUs #FeministsForBernie #Berners #BernieSanders",1,1,0,0,0,1,0,0,0,0,0
SOLIDARITY | #BlackLivesMatter #MillionsMarchNYC #Ayotzinapa #YaMeCanse #IAmTired http://t.co/5kM4qU7jvN,0,0,1,0,0,1,0,0,0,0,0
in solidarity #blacklivesmatter #justiceformikebrown http://t.co/piPkidDz0w,1,0,0,0,0,1,1,0,0,0,0
"“@OccupyWallStNYC: SOLIDARITY | #BlackLivesMatter #MillionsMarchNYC #Ayotzinapa #YaMeCanse #IAmTired http://t.co/HGZdUit2Tg”
SOLIDARIDAD !",0,0,1,0,0,1,0,0,0,0,0
Justice and equality for all #blacklivesmatter #michaelbrown #ericgarner #justice http://t.co/syMTa5UBhx,1,1,0,0,0,0,1,0,0,0,0
Teach respect #HandsUpDontShoot #BlackLivesMatter,0,0,1,0,1,0,0,0,0,0,0
"RT @trueblacknews: Savage Cop beats Black people for years finally caught on video #BlackLivesMatter 
https://t.co/PyH0DGDWvD/s/IG1I",0,0,1,0,0,0,0,0,0,1,0
Activists Halt BART with Human Chain in Act of Civil Disobedience http://t.co/c7PuySuUmA #Bartlockdown #BlackLivesMatter,0,0,1,1,0,0,0,0,0,0,0
#Blacklivesmatter #Blacklivesmatter #Blacklivesmatter #BlackLivesMatter justice for #MikeBrown !!,0,1,1,0,0,0,0,0,0,0,0
"Another #Baltimore Injustice

#FreddieGray #BlackLivesMatter #Justice4Jamar #UniteBlue #tcot
https://t.co/fnJum8FN8E",0,0,1,0,0,0,0,0,0,0,1
Oh!! I'm a racist if I say #AllLivesMatter But @BLM doesn't even function under the preservation of black lives!  #UnBalanced,0,0,0,0,0,0,0,0,0,1,1
Mlk and Ghandi said there is no obligation to obey unjust or racist laws. #Icantbreathe #ericgarner #hands up walkout #blacklivesmatter,0,0,1,1,0,0,0,0,0,1,1
"Yes, YOU who flies #ConfederateFlag are a racist &amp; a traitor http://t.co/zcf9mAe8IY #usa #history #CharlestonShooting #BlackLivesMatter",0,0,0,0,0,0,0,1,0,1,1
"RT ""@jusjess1: #BlackoutBlackFriday injustice to one is injustice to all  #TamirRice #Ferguson #MikeBrown #BlackLivesMatter""",0,0,1,0,0,0,0,0,0,0,1
Liberty &amp; justice for all? #FergusonDecision #HandsUpDontShoot #BlackLivesMatter #DomesticTerrorism http://t.co/I3m1LxkDmj,0,1,1,0,0,0,0,0,0,0,1
I can just feel the compassion and empathy dripping from these candidates. #BlackLivesMatter #GOPDebate Party of Hate http://t.co/xTi6kdWkl8,1,0,0,0,0,0,1,0,0,1,0
"Nothing worse than a God fearing woman, that bitch too stupid to realize she is God! #BLM #blacklivesmatter",0,0,1,0,0,0,0,0,1,0,0
@michaelb4jordan not only do you represent for my disease #lupusLifer You were genius in #FruitvaleStation it's a MUST SEE! #AllLivesMatter,0,0,1,0,0,0,0,0,0,0,0
.@ganowpres standing in solidarity  @MoralMondayGA @RiseUpGeorgia #SECChampionship  #BlackLivesMatter http://t.co/JwNl07yPqa,0,0,0,0,0,1,0,0,0,0,0
Respect to Bernie. #BlackLivesMatter #DebateWithBernie,1,0,1,0,1,1,0,0,0,0,0
"""With liberty and justice FOR ALL."" Please. #BlackLivesMatter",0,1,1,0,0,0,0,0,0,0,0
Amnesty GWU stands in solidarity with #FergusonOctober. Sending love and support to #Ferguson! #BlackLivesMatter http://t.co/gyF7oTiKmX,1,0,1,0,0,1,0,0,0,0,0
"@CharlesMBlow #cnn #lookatamerica #blm #politics He is not a hero- but, it is time 2 change Washington total paradigm shift or he can go too",0,0,1,0,0,0,0,0,0,0,0
http://t.co/cVDnLzS8qU  #handsup arrests in peaceful civil disobedience happening now!  inspring! #BlackLivesMatter,0,0,0,1,1,0,0,0,0,0,0
RT @chescaleigh: talking about injustice shouldn’t upset you. the injustice should. #BlackLivesMatter,1,0,0,0,0,0,0,0,0,0,1
Solidarity Sunday.  #blacklivesmatter. #icantbreathe http://t.co/QcOHDtUF4x,0,0,1,0,0,1,0,0,0,0,0
@madeforhire #FeelTheBern #BlackLivesMatter #EnoughIsEnough CHARITY COMPASSION &amp; CIVILITY are admirable qualities WE WILL SURVIVE,1,0,1,0,0,0,0,0,0,0,0
@803Kirk #AllLivesMatter,0,0,1,0,0,0,0,0,0,0,0
Between #LaudatoSi and #BlackLivesMatter - lamenting environmental degradation and racism. https://t.co/M9PivoZEAa http://t.co/gwRLGEiqGk,0,0,1,0,0,0,0,0,1,1,1
God bless the spirit of #BreeNewsome. #TakeDownTheFlag #KeepItDown #BlackLivesMatter http://t.co/2SkbRtKb9L,1,0,1,0,0,0,1,0,0,0,0
The REVOLUTION won't be televised!!! #blm  https://t.co/uEGVMnEZeC,0,0,1,1,0,0,0,0,0,0,0
@TODAYshow @TIME why not ppl who stand against blackmales being shot 2 death &amp;stereotyping Muslims. Why are we moving bkwrds #AllLivesMatter,0,0,1,0,0,0,0,0,0,1,0
@greggutfeld truth about @TheRevAl tax cheat murderer. Tawana Brawley Sharpton: blacks embarassed.  #TheFive or he should #BlackLivesMatter,0,0,1,0,0,0,0,0,0,1,1
if u tweeting #alllivesmatter right now  block me.,0,1,1,0,0,0,0,0,0,0,0
"""@DeviCorazonAnon: Independent Anarchy Protest page against killing of #TonyRobinson. https://t.co/0cIXQLvr0R #BlackLivesMatter",1,0,1,1,0,0,0,0,0,1,0
"RT @amellarrieux: Great footage of the march in #NYC
So fcking beautiful people! #BlackLivesMatter #MarchForJustice  http://t.co/E1OifVvcIM",0,1,1,0,0,0,0,0,0,0,0
#JamychealMitchell Unbelievable failure of basic human decency &amp; kindness toward someone in need. #BlackLivesMatter https://t.co/6CST5dwXew,1,0,0,0,0,0,0,0,0,1,1
solidarity / sadness #BlackLivesMatter http://t.co/Gez6ant6xR,0,0,0,0,0,1,0,0,0,0,0
#NativeLivesMatter Solidarity #BlackLivesMatter for  #ProtectOurLifeGivers https://t.co/0rpHZSDdN9,0,0,1,0,0,1,0,0,0,0,0
Technically black is not a color. It's the mixture of all colors. So she could be saying #AllLivesMatter  https://t.co/ns8Va4S43A,0,0,1,0,0,0,0,0,0,0,0
Leftists &amp; #BlackLivesMatter Threaten MASSIVE Riots and 'Largest Civil Disobedience Act of the Century' https://t.co/Fb4H3fRap6,0,0,1,1,0,0,0,0,0,0,0
Liberty and JUSTICE for ALL!!!!!#BlackLivesMatter,0,1,0,0,0,0,0,0,0,0,0
@telesurenglish respect to #AngelaDavis #Assata #blacklivesmatter,1,0,1,0,1,1,1,0,0,0,0
#BlackLivesMatter and #ObeyingTheLawMatters. Obey the law and dont resist arrest. Thats the lesson. #EricGarner #MikeBrown #Ferguson #NYPD.,0,0,0,1,1,0,0,1,0,0,1
#BlackLivesMatter #Ferguson for this I fight,0,0,1,0,0,1,0,0,0,0,0
"If fighting injustice means creating new injustices (harming innocent people &amp; biz) .you've already lost.
#ICantBreathe #BlackLivesMatter",0,0,0,1,0,0,0,0,0,1,1
@taylorcaniff #BlackLivesMatter RESPECT ALWAYS,1,1,1,0,1,1,0,0,0,0,0
Deeply moving photos of #Ferguson one year after the death of #MichaelBrown. http://t.co/NFoc24Ner5 #BlackLivesMatter @thedailybeast,0,0,1,0,0,0,0,0,0,1,0
The truth hurts to lairs... #iuic #endanargumentin5words #bLacktwitter #blacklivesmatter #empire #christian #bible https://t.co/j4HT2Umwix,0,1,1,0,0,0,0,0,0,1,1
2015 #America not safe to pray in sacred space of sanctuary. #CharlestonShooting #BlackLivesMatter #ClementaPinckney http://t.co/ViqHrxzWYU,0,0,1,0,0,0,1,0,0,1,0
"@shoe0nhead Amen, sister! #AntiFeminism, the real equality movement! #TheTriggering. @femfreq #SJW #BlackLivesMatter",0,1,0,0,0,0,0,0,0,1,1
homosexuality is a sin #africanamerican #iuic #bible #hispanictwitter #blackjesus #blacktwitter #blacklivesmatter https://t.co/blzHW3fcLm,0,0,1,0,0,0,1,0,1,0,0
PLS RT #murdered shot 2X in the head = suicide? #justice4cephus #alllivesmatter THIS WAS HIS LIFE pic.twitter.com/elsW,0,0,1,0,0,0,0,0,0,1,0
"Yes, YOU who flies #ConfederateFlag are a racist &amp; a traitor http://t.co/b7KueLUzVA #usa #history #CharlestonShooting #BlackLivesMatter",0,0,0,1,0,0,0,1,0,1,1
The Israelites: Righteousness #blacktwitter #blacknews #israelites #iuic #blacklivesmatter #blackhistory https://t.co/hBnPcs3Eso,0,0,1,0,0,0,0,0,0,0,0
